Location,Index Year,Breakdown,Characteristic,Rank,z_rate,z_oppshare,z_startup_den,norm_rate,norm_opp,norm_density,year_CPS,OppShare_New_Entrp,Rate_New_Entrp,startup_index,year_BDS,startup_density,Composition_of_New_Entrp,rank_last_y,rank_diff,index_last_y,index_diff,Location_name,Category,OppShare_New_Entrp_web,Rate_New_Entrp_web,location_category,index_diff_text,dataset
48,2004,,,2,4.12844,-0.3743,0.80397,91.66667,41.18533,63.20089,2003,0.7853,0.0039,,2001,103.97,,3,1,1.21,0.31,Texas,Large,7.853,390,the state of,a slight increase,State Profile
48,2005,,,3,4.12844,-1.17877,1.10794,100,49.52853,58.1467,2004,0.7565,0.0039,,2002,107.49,,2,-1,1.52,-0.17,Texas,Large,7.565,390,the state of,basically no changes ,State Profile
48,2014,,,3,3.21101,-0.53911,-0.1943,79.16666,67.98434,72.214,2013,0.7794,0.0037,,2011,92.41,,3,0,1.01,-0.18,Texas,Large,7.794,370,the state of,basically no changes ,State Profile
48,1996,,,,,,2.20984,,,69.05891,1995,,,,1993,120.25,,,,,,Texas,Large,,,the state of,.,State Profile
48,1991,,,,,,1.86183,,,40.81302,1990,,,,1988,116.22,,,,,,Texas,Large,,,the state of,.,State Profile
48,1995,,,,,,2.26511,,,70.31948,1994,,,,1992,120.89,,,,,,Texas,Large,,,the state of,.,State Profile
48,1997,,,,,,2.41537,,,76.28811,1996,,,,1994,122.63,,,,,,Texas,Large,,,the state of,.,State Profile
48,1989,,,,,,3.82815,,,65.3573,1988,,,,1986,138.99001,,,,,,Texas,Large,,,the state of,.,State Profile
48,2011,,,6,4.58716,-0.56145,0.71503,69.69697,74.73539,75.10985,2010,0.7786,0.004,,2008,102.94,,5,-1,1.26,0.32,Texas,Large,7.786,400,the state of,a slight increase,State Profile
48,2012,,,1,5.9633,-1.01955,-0.29361,96.15385,79.75913,78.78062,2011,0.7622,0.0043,,2009,91.26,,6,5,1.58,-0.03,Texas,Large,7.622,430,the state of,basically no changes ,State Profile
48,1986,,,,,,4.07599,,,81.94753,1985,,,,1983,141.86,,,,,,Texas,Large,,,the state of,.,State Profile
48,2006,,,3,3.66972,0.06704,1.0924,80,72.27171,54.31215,2005,0.8011,0.0038,,2003,107.31,,3,0,1.35,0.26,Texas,Large,8.011,380,the state of,a slight increase,State Profile
48,2007,,,4,2.29358,-0.06145,1.13644,77.27273,48.32077,42.30877,2006,0.7965,0.0035,,2004,107.82,,3,-1,1.61,-0.49,Texas,Large,7.965,350,the state of,a slight decrease,State Profile
48,2008,,,7,0.91743,0.11173,1.20034,65.21739,63.84248,46.0994,2007,0.8027,0.0032,,2005,108.56,,4,-3,1.12,-0.38,Texas,Large,8.027,320,the state of,a slight decrease,State Profile
48,2001,,,13,-0.45872,-0.63687,1.7133,56,11.44744,72.27722,2000,0.7759,0.0029,,1998,114.5,,12,-1,0.15,0.06,Texas,Large,7.759,290,the state of,basically no changes ,State Profile
48,1982,,,,,,6.42228,,,74.91787,1981,,,,1979,169.03,,,,,,Texas,Large,,,the state of,.,State Profile
48,2013,,,3,4.58716,-0.97765,-0.59154,84.61539,79.35973,69.95967,2012,0.7637,0.004,,2010,87.81,,1,-2,1.55,-0.54,Texas,Large,7.637,400,the state of,a slight decrease,State Profile
48,1994,,,,,,2.34801,,,76.91494,1993,,,,1991,121.85,,,,,,Texas,Large,,,the state of,.,State Profile
48,1992,,,,,,1.74093,,,51.31578,1991,,,,1989,114.82,,,,,,Texas,Large,,,the state of,.,State Profile
48,2010,,,5,2.75229,-0.00559,1.03109,64.51613,66.22678,64.6414,2009,0.7985,0.0036,,2007,106.6,,9,4,0.71,0.55,Texas,Large,7.985,360,the state of,a slight increase,State Profile
48,2002,,,5,1.37615,0.76816,1.25993,76,44.18724,64.34882,2001,0.8262,0.0033,,1999,109.25,,13,8,0.21,0.92,Texas,Large,8.262,330,the state of,a slight increase,State Profile
48,1985,,,,,,5.73489,,,89.19379,1984,,,,1982,161.07001,,,,,,Texas,Large,,,the state of,.,State Profile
48,2015,,,2,2.75229,0.21229,0.00345,86.36363,57.66568,77.14101,2014,0.8063,0.0036,,2012,94.7,,3,1,0.83,0.16,Texas,Large,8.063,360,the state of,basically no changes ,State Profile
49,1993,,,,,,1.50604,,,52.1554,1992,,,,1990,112.1,,,,,,Utah,Small,,,the state of,.,State Profile
49,1981,,,,,,5.94991,,,52.28649,1980,,,,1978,163.56,,,,,,Utah,Small,,,the state of,.,State Profile
49,1994,,,,,,2.00777,,,64.99911,1993,,,,1991,117.91,,,,,,Utah,Small,,,the state of,.,State Profile
49,1986,,,,,,2.27202,,,27.43277,1985,,,,1983,120.97,,,,,,Utah,Small,,,the state of,.,State Profile
49,1991,,,,,,2.09499,,,63.02301,1990,,,,1988,118.92,,,,,,Utah,Small,,,the state of,.,State Profile
49,1990,,,,,,3.16062,,,54.51593,1989,,,,1987,131.25999,,,,,,Utah,Small,,,the state of,.,State Profile
49,1982,,,,,,5.97496,,,60.95056,1981,,,,1979,163.85001,,,,,,Utah,Small,,,the state of,.,State Profile
49,1980,,,,,,9.12608,,,61.84497,1979,,,,1977,200.34,,,,,,Utah,Small,,,the state of,.,State Profile
49,1989,,,,,,2.7487,,,47.55624,1988,,,,1986,126.49,,,,,,Utah,Small,,,the state of,.,State Profile
49,2001,,,7,0.91743,2.03352,3.48532,44.73684,73.77384,77.89186,2000,0.8715,0.0032,,1998,135.02,,6,-1,2.09,0.06,Utah,Small,8.715,320,the state of,basically no changes ,State Profile
49,1999,,,5,0.91743,2.61453,4.17444,33.33333,100,99.90398,1998,0.8923,0.0032,,1996,143,,,,,,Utah,Small,8.923,320,the state of,.,State Profile
49,1997,,,,,,3.93696,,,93.20052,1996,,,,1994,140.25,,,,,,Utah,Small,,,the state of,.,State Profile
49,1984,,,,,,3.71416,,,62.88898,1983,,,,1981,137.67,,,,,,Utah,Small,,,the state of,.,State Profile
49,2004,,,10,-0.91743,-0.11452,2.74784,38.23529,45.25766,87.94234,2003,0.7946,0.0028,,2001,126.48,,7,-3,1.11,-0.54,Utah,Small,7.946,280,the state of,a slight decrease,State Profile
49,1985,,,,,,3.79188,,,49.53062,1984,,,,1982,138.57001,,,,,,Utah,Small,,,the state of,.,State Profile
49,1983,,,,,,4.57772,,,60.88343,1982,,,,1980,147.67,,,,,,Utah,Small,,,the state of,.,State Profile
49,2014,,,6,0.45872,0.11173,0.0544,40,41.74802,77.14343,2013,0.8027,0.0031,,2011,95.29,,4,-2,0.62,-0.41,Utah,Small,8.027,310,the state of,a slight decrease,State Profile
49,1995,,,,,,2.50432,,,86.36723,1994,,,,1992,123.66,,,,,,Utah,Small,,,the state of,.,State Profile
49,1992,,,,,,1.58722,,,49.77015,1991,,,,1989,113.04,,,,,,Utah,Small,,,the state of,.,State Profile
49,2009,,,3,1.37615,2.99721,4.21244,51.42857,82.2477,87.99781,2008,0.906,0.0033,,2006,143.44,,3,0,2.66,0.2,Utah,Small,9.06,330,the state of,basically no changes ,State Profile
49,1998,,,,,,3.8057,,,85.60037,1997,,,,1995,138.73,,,,,,Utah,Small,,,the state of,.,State Profile
49,2005,,,10,0,-1.53631,3.53454,34.88372,15.21841,91.77837,2004,0.7437,0.003,,2002,135.59,,10,0,0.57,0.1,Utah,Small,7.437,300,the state of,basically no changes ,State Profile
49,2011,,,3,2.29358,0.64246,2.47237,50,71.5498,93.27252,2010,0.8217,0.0035,,2008,123.29,,1,-2,2.64,-0.84,Utah,Small,8.217,350,the state of,a slight decrease,State Profile
49,2012,,,5,1.83486,-1.13966,0.36269,57.14286,41.41525,82.2073,2011,0.7579,0.0034,,2009,98.86,,3,-2,1.8,-1.45,Utah,Small,7.579,340,the state of,a large decrease,State Profile
49,2000,,,6,0,2.34916,3.92746,35,87.26004,86.49873,1999,0.8828,0.003,,1997,140.14,,5,-1,2.57,-0.48,Utah,Small,8.828,300,the state of,a slight decrease,State Profile
49,2003,,,7,0.45872,0.37151,2.50864,46.15385,40.96774,75.64048,2002,0.812,0.0031,,2000,123.71,,9,2,1.54,-0.43,Utah,Small,8.12,310,the state of,a slight decrease,State Profile
49,1987,,,,,,3.45768,,,34.13132,1986,,,,1984,134.7,,,,,,Utah,Small,,,the state of,.,State Profile
49,2006,,,8,1.37615,-0.15642,3.42487,38.63636,35.89981,85.82799,2005,0.7931,0.0033,,2003,134.32001,,10,2,0.67,0.88,Utah,Small,7.931,330,the state of,a slight increase,State Profile
49,2016,,,10,-1.37615,1.04749,-0.05786,28.125,63.01229,77.21266,2015,0.8362,0.0027,,2013,93.99,,5,-5,0.64,-0.77,Utah,Small,8.362,270,the state of,a slight decrease,State Profile
49,2007,,,8,1.37615,0.53631,3.31865,39.02439,55.46269,82.0086,2006,0.8179,0.0033,,2004,133.09,,8,0,1.55,0.19,Utah,Small,8.179,330,the state of,basically no changes ,State Profile
49,2017,,,8,-0.91743,2.28771,-0.31952,32,77.80536,69.59105,2016,0.8806,0.0028,,2014,90.96,,10,2,-0.13,0.48,Utah,Small,8.806,280,the state of,a slight increase,State Profile
49,2002,,,9,-0.45872,1.76536,3.31433,40.54054,66.22517,81.30923,2001,0.8619,0.0029,,1999,133.03999,,7,-2,2.15,-0.61,Utah,Small,8.619,290,the state of,a slight decrease,State Profile
49,2013,,,4,1.37615,0.27933,0.21762,55.55555,54.18782,85.92675,2012,0.8087,0.0033,,2010,97.18,,5,1,0.35,0.27,Utah,Small,8.087,330,the state of,a slight increase,State Profile
49,2015,,,5,0,1.64246,0.28843,33.33333,78.16969,85.74472,2014,0.8575,0.003,,2012,98,,6,1,0.21,0.43,Utah,Small,8.575,300,the state of,a slight increase,State Profile
49,1988,,,,,,3.30052,,,46.84116,1987,,,,1985,132.88,,,,,,Utah,Small,,,the state of,.,State Profile
49,1996,,,,,,2.77375,,,85.92298,1995,,,,1993,126.78,,,,,,Utah,Small,,,the state of,.,State Profile
49,2008,,,3,2.29358,2.1676,3.51813,61.29033,86.75958,80.91571,2007,0.8763,0.0035,,2005,135.39999,,8,5,1.74,0.92,Utah,Small,8.763,350,the state of,a slight increase,State Profile
49,2010,,,1,2.29358,1.66201,3.96805,59.25926,66.37494,100,2009,0.8582,0.0035,,2007,140.61,,3,2,2.86,-0.22,Utah,Small,8.582,350,the state of,basically no changes ,State Profile
50,2015,,,9,4.58716,-0.1229,-2.85924,61.11111,48.04576,8.07586,2014,0.7943,0.004,,2012,61.55,,12,3,-0.23,0.77,Vermont,Small,7.943,400,the state of,a slight increase,State Profile
50,1986,,,,,,1.57858,,,20.32909,1985,,,,1983,112.94,,,,,,Vermont,Small,,,the state of,.,State Profile
50,1992,,,,,,2.6658,,,68.90897,1991,,,,1989,125.53,,,,,,Vermont,Small,,,the state of,.,State Profile
50,2010,,,11,2.75229,0.68994,-1.61744,62.96296,50.34546,6.00203,2009,0.8234,0.0036,,2007,75.93,,14,3,0.74,-0.13,Vermont,Small,8.234,360,the state of,basically no changes ,State Profile
50,1984,,,,,,1.77461,,,32.36853,1983,,,,1981,115.21,,,,,,Vermont,Small,,,the state of,.,State Profile
50,2006,,,9,5.50459,0.41341,-1.49741,59.09091,45.36178,12.65725,2005,0.8135,0.0042,,2003,77.32,,11,2,0.36,1.11,Vermont,Small,8.135,420,the state of,a large increase,State Profile
50,2017,,,9,4.58716,-0.44693,-3.16926,80,29.19563,11.91891,2016,0.7827,0.004,,2014,57.96,,13,4,-0.65,0.97,Vermont,Small,7.827,400,the state of,a slight increase,State Profile
50,1985,,,,,,2.18998,,,30.60204,1984,,,,1982,120.02,,,,,,Vermont,Small,,,the state of,.,State Profile
50,2012,,,6,4.58716,-1.87151,-3.21848,85.71429,27.04334,2.61036,2011,0.7317,0.004,,2009,57.39,,11,5,0.05,-0.22,Vermont,Small,7.317,400,the state of,basically no changes ,State Profile
50,2013,,,5,6.88073,-1.68994,-3.59758,100,24.36548,3.79253,2012,0.7382,0.0045,,2010,53,,6,1,-0.17,0.7,Vermont,Small,7.382,450,the state of,a slight increase,State Profile
50,2007,,,9,6.88073,-0.68715,-1.49482,68.29269,29.31343,2.0373,2006,0.7741,0.0045,,2004,77.35,,9,0,1.47,0.1,Vermont,Small,7.741,450,the state of,basically no changes ,State Profile
50,1998,,,,,,-0.40415,,,10.8419,1997,,,,1995,89.98,,,,,,Vermont,Small,,,the state of,.,State Profile
50,2002,,,16,2.75229,-0.73184,-1.18653,59.45946,23.93567,15.44294,2001,0.7725,0.0036,,1999,80.92,,12,-4,0.96,-0.68,Vermont,Small,7.725,360,the state of,a slight decrease,State Profile
50,1993,,,,,,0.7323,,,36.88874,1992,,,,1990,103.14,,,,,,Vermont,Small,,,the state of,.,State Profile
50,1996,,,,,,0.07254,,,26.5794,1995,,,,1993,95.5,,,,,,Vermont,Small,,,the state of,.,State Profile
50,1983,,,,,,2.10794,,,27.10523,1982,,,,1980,119.07,,,,,,Vermont,Small,,,the state of,.,State Profile
50,1994,,,,,,-0.46978,,,13.92202,1993,,,,1991,89.22,,,,,,Vermont,Small,,,the state of,.,State Profile
50,2009,,,14,3.21101,0.35475,-1.34024,62.85714,38.85321,0,2008,0.8114,0.0037,,2006,79.14,,6,-8,1.83,-1.09,Vermont,Small,8.114,370,the state of,a large decrease,State Profile
50,2005,,,11,1.83486,0.92738,-1.67962,44.18605,56.64631,8.346,2004,0.8319,0.0034,,2002,75.21,,16,5,-0.6,0.96,Vermont,Small,8.319,340,the state of,a slight increase,State Profile
50,1988,,,,,,3.2323,,,45.94991,1987,,,,1985,132.09,,,,,,Vermont,Small,,,the state of,.,State Profile
50,1991,,,,,,2.87651,,,78.80056,1990,,,,1988,127.97,,,,,,Vermont,Small,,,the state of,.,State Profile
50,2000,,,12,5.04587,-0.60614,-0.10622,62.5,41.09948,20.39344,1999,0.777,0.0041,,1997,93.43,,17,5,0.52,0.92,Vermont,Small,7.77,410,the state of,a slight increase,State Profile
50,1980,,,,,,5.72798,,,26.04622,1979,,,,1977,160.99001,,,,,,Vermont,Small,,,the state of,.,State Profile
50,2016,,,13,2.75229,-1.16201,-3.52763,56.25,22.48975,4.48869,2015,0.7571,0.0036,,2013,53.81,,9,-4,0.54,-1.19,Vermont,Small,7.571,360,the state of,a large decrease,State Profile
50,2004,,,16,0,0.27654,-2.08377,44.11765,50.48544,6.46571,2003,0.8086,0.003,,2001,70.53,,14,-2,0.11,-0.71,Vermont,Small,8.086,300,the state of,a slight decrease,State Profile
50,2008,,,6,6.88073,0.18156,-1.5639,93.54839,45.47038,0,2007,0.8052,0.0045,,2005,76.55,,9,3,1.57,0.26,Vermont,Small,8.052,450,the state of,a slight increase,State Profile
50,1997,,,,,,-0.28325,,,12.74283,1996,,,,1994,91.38,,,,,,Vermont,Small,,,the state of,.,State Profile
50,2003,,,14,1.37615,0.33799,-1.39292,51.28205,40.41475,10.97753,2002,0.8108,0.0033,,2000,78.53,,16,2,0.28,-0.17,Vermont,Small,8.108,330,the state of,basically no changes ,State Profile
50,2001,,,12,3.66972,-0.2486,-0.53454,60.52631,45.94687,14.16838,2000,0.7898,0.0038,,1998,88.47,,12,0,1.44,-0.48,Vermont,Small,7.898,380,the state of,a slight decrease,State Profile
50,1982,,,,,,2.84801,,,24.48897,1981,,,,1979,127.64,,,,,,Vermont,Small,,,the state of,.,State Profile
50,2011,,,11,3.21101,-0.77095,-2.29361,57.69231,48.95042,3.37188,2010,0.7711,0.0037,,2008,68.1,,11,0,0.61,-0.56,Vermont,Small,7.711,370,the state of,a slight decrease,State Profile
50,1995,,,,,,-0.71934,,,12.50495,1994,,,,1992,86.33,,,,,,Vermont,Small,,,the state of,.,State Profile
50,1987,,,,,,3.32556,,,32.6115,1986,,,,1984,133.17,,,,,,Vermont,Small,,,the state of,.,State Profile
50,2014,,,12,4.12844,-1.53352,-3.28238,66.66666,14.36541,0.2785,2013,0.7438,0.0039,,2011,56.65,,5,-7,0.53,-0.76,Vermont,Small,7.438,390,the state of,a slight decrease,State Profile
50,1981,,,,,,4.70294,,,38.17666,1980,,,,1978,149.12,,,,,,Vermont,Small,,,the state of,.,State Profile
50,1989,,,,,,3.60449,,,60.36979,1988,,,,1986,136.39999,,,,,,Vermont,Small,,,the state of,.,State Profile
50,1990,,,,,,3.67962,,,62.99746,1989,,,,1987,137.27,,,,,,Vermont,Small,,,the state of,.,State Profile
50,1999,,,17,4.12844,-2.1257,-0.45423,50,0,14.11652,1998,0.7226,0.0039,,1996,89.4,,,,,,Vermont,Small,7.226,390,the state of,.,State Profile
51,2007,,,11,-1.83486,0.21508,0.70812,36.36364,55.10624,35.38526,2006,0.8064,0.0026,,2004,102.86,,14,3,-1,0.7,Virginia,Large,8.064,260,the state of,a slight increase,State Profile
51,2004,,,18,-2.75229,-0.59218,-0.10276,29.16667,37.2677,40.02208,2003,0.7775,0.0024,,2001,93.47,,17,-1,-0.94,-0.21,Virginia,Large,7.775,240,the state of,basically no changes ,State Profile
51,1987,,,,,,2.85406,,,33.90033,1986,,,,1984,127.71,,,,,,Virginia,Large,,,the state of,.,State Profile
51,2008,,,16,-2.29358,-0.98603,0.8601,34.78261,40.3938,40.03693,2007,0.7634,0.0025,,2005,104.62,,11,-5,-0.3,-0.51,Virginia,Large,7.634,250,the state of,a slight decrease,State Profile
51,1994,,,,,,0.91105,,,47.54678,1993,,,,1991,105.21,,,,,,Virginia,Large,,,the state of,.,State Profile
51,1999,,,14,-1.37615,0.93296,0.89983,35.71428,47.52677,45.88186,1998,0.8321,0.0027,,1996,105.08,,,,,,Virginia,Large,8.321,270,the state of,.,State Profile
51,1989,,,,,,3.6304,,,62.16743,1988,,,,1986,136.7,,,,,,Virginia,Large,,,the state of,.,State Profile
51,1984,,,,,,1.9266,,,22.38829,1983,,,,1981,116.97,,,,,,Virginia,Large,,,the state of,.,State Profile
51,1997,,,,,,0.99395,,,47.44128,1996,,,,1994,106.17,,,,,,Virginia,Large,,,the state of,.,State Profile
51,1998,,,,,,1.34801,,,49.9179,1997,,,,1995,110.27,,,,,,Virginia,Large,,,the state of,.,State Profile
51,1985,,,,,,2.03109,,,33.1504,1984,,,,1982,118.18,,,,,,Virginia,Large,,,the state of,.,State Profile
51,2001,,,22,-5.50459,1.78492,0.8437,12,59.16346,48.53843,2000,0.8626,0.0018,,1998,104.43,,19,-3,-0.36,-0.6,Virginia,Large,8.626,180,the state of,a slight decrease,State Profile
51,1982,,,,,,3.01123,,,30.1688,1981,,,,1979,129.53,,,,,,Virginia,Large,,,the state of,.,State Profile
51,2002,,,18,-5.04587,3.14246,0.25648,20,87.91152,38.02945,2001,0.9112,0.0019,,1999,97.63,,22,4,-0.96,0.41,Virginia,Large,9.112,190,the state of,a slight increase,State Profile
51,2015,,,16,-3.66972,0.44134,-1.68739,22.72727,61.72107,35.11484,2014,0.8145,0.0022,,2012,75.12,,14,-2,-1.97,0.33,Virginia,Large,8.145,220,the state of,a slight increase,State Profile
51,1990,,,,,,3.55527,,,50.40536,1989,,,,1987,135.83,,,,,,Virginia,Large,,,the state of,.,State Profile
51,1996,,,,,,0.86874,,,42.77252,1995,,,,1993,104.72,,,,,,Virginia,Large,,,the state of,.,State Profile
51,1993,,,,,,1.66753,,,51.30243,1992,,,,1990,113.97,,,,,,Virginia,Large,,,the state of,.,State Profile
51,2012,,,14,-2.75229,-1.33519,-1.57081,23.07692,75.36908,43.27893,2011,0.7509,0.0024,,2009,76.47,,13,-1,-1.04,-0.85,Virginia,Large,7.509,240,the state of,a slight decrease,State Profile
51,1988,,,,,,3.62349,,,51.67492,1987,,,,1985,136.62,,,,,,Virginia,Large,,,the state of,.,State Profile
51,1983,,,,,,2.46287,,,32.74306,1982,,,,1980,123.18,,,,,,Virginia,Large,,,the state of,.,State Profile
51,2005,,,17,-2.29358,-2.0838,0.18394,36.36363,33.44913,36.16191,2004,0.7241,0.0025,,2002,96.79,,18,1,-1.15,-0.25,Virginia,Large,7.241,250,the state of,basically no changes ,State Profile
51,2014,,,14,-4.12844,-0.02793,-1.74266,12.5,75.14677,34.29901,2013,0.7977,0.0021,,2011,74.48,,19,5,-2.44,0.47,Virginia,Large,7.977,210,the state of,a slight increase,State Profile
51,2017,,,22,-4.12844,-0.6229,-1.81347,16,50.51639,39.3888,2016,0.7764,0.0021,,2014,73.66,,17,-5,-1.27,-0.92,Virginia,Large,7.764,210,the state of,a slight decrease,State Profile
51,2013,,,19,-4.12844,-1.12011,-2.07945,11.53846,77.21146,31.36201,2012,0.7586,0.0021,,2010,70.58,,14,-5,-1.89,-0.55,Virginia,Large,7.586,210,the state of,a slight decrease,State Profile
51,2003,,,17,-4.12844,1.18994,0.11572,20,51.84544,42.51325,2002,0.8413,0.0021,,2000,96,,18,1,-0.55,-0.39,Virginia,Large,8.413,210,the state of,a slight decrease,State Profile
51,1995,,,,,,0.75302,,,40.2439,1994,,,,1992,103.38,,,,,,Virginia,Large,,,the state of,.,State Profile
51,1980,,,,,,5.41969,,,36.89465,1979,,,,1977,157.42,,,,,,Virginia,Large,,,the state of,.,State Profile
51,1991,,,,,,2.56736,,,55.57363,1990,,,,1988,124.39,,,,,,Virginia,Large,,,the state of,.,State Profile
51,2010,,,18,-3.21101,-1.38268,0.17444,22.58065,42.13099,46.20959,2009,0.7492,0.0023,,2007,96.68,,16,-2,-0.87,-0.6,Virginia,Large,7.492,230,the state of,a slight decrease,State Profile
51,2011,,,13,-2.75229,0.01117,-0.36701,21.21212,84.16935,47.58349,2010,0.7991,0.0024,,2008,90.41,,18,5,-1.47,0.43,Virginia,Large,7.991,240,the state of,a slight increase,State Profile
51,2006,,,14,-2.29358,-0.78771,0.06736,28,55.23385,33.58939,2005,0.7705,0.0025,,2003,95.44,,17,3,-1.4,0.4,Virginia,Large,7.705,250,the state of,a slight increase,State Profile
51,2000,,,19,-2.75229,0.65643,1.02591,37.5,50.71199,44.80035,1999,0.8222,0.0024,,1997,106.54,,14,-5,0.15,-0.51,Virginia,Large,8.222,240,the state of,a slight decrease,State Profile
51,1981,,,,,,4.09067,,,45.22633,1980,,,,1978,142.03,,,,,,Virginia,Large,,,the state of,.,State Profile
51,1992,,,,,,1.94128,,,55.94098,1991,,,,1989,117.14,,,,,,Virginia,Large,,,the state of,.,State Profile
51,1986,,,,,,1.63731,,,37.30636,1985,,,,1983,113.62,,,,,,Virginia,Large,,,the state of,.,State Profile
51,2009,,,16,-2.75229,-0.85475,1.00086,25.80645,21.44522,44.63656,2008,0.7681,0.0024,,2006,106.25,,16,0,-0.81,-0.06,Virginia,Large,7.681,240,the state of,basically no changes ,State Profile
51,2016,,,17,-2.75229,0.73184,-1.78497,28.57143,66.19893,35.58453,2015,0.8249,0.0024,,2013,73.99,,16,-1,-1.64,0.37,Virginia,Large,8.249,240,the state of,a slight increase,State Profile
53,2006,,,8,1.83486,-1.90223,0.80052,64,33.01782,48.41132,2005,0.7306,0.0034,,2003,103.93,,8,0,0.29,-0.05,Washington,Large,7.306,340,the state of,basically no changes ,State Profile
53,2007,,,9,0.45872,-0.7067,0.94128,59.09091,32.48801,39.1541,2006,0.7734,0.0031,,2004,105.56,,8,-1,0.24,-0.01,Washington,Large,7.734,310,the state of,basically no changes ,State Profile
53,2005,,,8,1.37615,-1.32682,0.80656,72.72727,46.89826,50.97596,2004,0.7512,0.0033,,2002,104,,9,1,-0.38,0.67,Washington,Large,7.512,330,the state of,a slight increase,State Profile
53,2013,,,14,-1.83486,-1.93017,-1.48618,30.76923,64.99579,46.75178,2012,0.7296,0.0026,,2010,77.45,,16,2,-2,0.25,Washington,Large,7.296,260,the state of,basically no changes ,State Profile
53,1995,,,,,,2.5449,,,75.88457,1994,,,,1992,124.13,,,,,,Washington,Large,,,the state of,.,State Profile
53,1989,,,,,,3.45164,,,59.28403,1988,,,,1986,134.63,,,,,,Washington,Large,,,the state of,.,State Profile
53,1990,,,,,,3.52591,,,49.80614,1989,,,,1987,135.49001,,,,,,Washington,Large,,,the state of,.,State Profile
53,1983,,,,,,4.44732,,,59.34029,1982,,,,1980,146.16,,,,,,Washington,Large,,,the state of,.,State Profile
53,1994,,,,,,2.29102,,,75.75011,1993,,,,1991,121.19,,,,,,Washington,Large,,,the state of,.,State Profile
53,1996,,,,,,2.21675,,,69.19432,1995,,,,1993,120.33,,,,,,Washington,Large,,,the state of,.,State Profile
53,1982,,,,,,5.58722,,,63.96285,1981,,,,1979,159.36,,,,,,Washington,Large,,,the state of,.,State Profile
53,2014,,,13,-3.21101,-1.41061,-1.06563,20.83333,55.77299,50.87756,2013,0.7482,0.0023,,2011,82.32,,14,1,-1.75,-0.15,Washington,Large,7.482,230,the state of,basically no changes ,State Profile
53,1984,,,,,,3.31433,,,35.02988,1983,,,,1981,133.03999,,,,,,Washington,Large,,,the state of,.,State Profile
53,2009,,,13,-2.29358,-0.89665,2.01382,29.03226,20.57109,64.32769,2008,0.7666,0.0025,,2006,117.98,,19,6,-1.35,0.96,Washington,Large,7.666,250,the state of,a slight increase,State Profile
53,1986,,,,,,3.00086,,,62.26685,1985,,,,1983,129.41,,,,,,Washington,Large,,,the state of,.,State Profile
53,2010,,,15,-2.29358,-2.31564,1.26511,29.03226,25.80645,69.6767,2009,0.7158,0.0025,,2007,109.31,,13,-2,-0.39,-0.72,Washington,Large,7.158,250,the state of,a slight decrease,State Profile
53,2016,,,16,-2.75229,0.40503,-1.14421,28.57143,61.3702,52.86447,2015,0.8132,0.0024,,2013,81.41,,17,1,-1.65,0.49,Washington,Large,8.132,240,the state of,a slight increase,State Profile
53,2017,,,11,-1.37615,2.10056,-1.13731,40,94.29726,58.37981,2016,0.8739,0.0027,,2014,81.49,,16,5,-1.16,1.02,Washington,Large,8.739,270,the state of,a large increase,State Profile
53,2012,,,16,-2.75229,-2.05028,-1.19344,23.07692,65.42347,53.7686,2011,0.7253,0.0024,,2009,80.84,,14,-2,-1.08,-0.92,Washington,Large,7.253,240,the state of,a slight decrease,State Profile
53,1999,,,7,-0.91743,2.38827,2.25907,39.28571,74.09485,78.61896,1998,0.8842,0.0028,,1996,120.82,,,,,,Washington,Large,8.842,280,the state of,.,State Profile
53,1997,,,,,,2.58377,,,79.70557,1996,,,,1994,124.58,,,,,,Washington,Large,,,the state of,.,State Profile
53,2001,,,4,-1.83486,3.85754,1.88083,44,100,76.85055,2000,0.9368,0.0026,,1998,116.44,,3,-1,1.58,-0.28,Washington,Large,9.368,260,the state of,a slight decrease,State Profile
53,1991,,,,,,2.26166,,,49.17797,1990,,,,1988,120.85,,,,,,Washington,Large,,,the state of,.,State Profile
53,1987,,,,,,4.30138,,,58.9078,1986,,,,1984,144.47,,,,,,Washington,Large,,,the state of,.,State Profile
53,1993,,,,,,3.94387,,,100,1992,,,,1990,140.33,,,,,,Washington,Large,,,the state of,.,State Profile
53,1988,,,,,,3.17703,,,43.90867,1987,,,,1985,131.45,,,,,,Washington,Large,,,the state of,.,State Profile
53,1985,,,,,,3.36788,,,53.37777,1984,,,,1982,133.66,,,,,,Washington,Large,,,the state of,.,State Profile
53,2015,,,17,-2.75229,-1.01397,-1.17876,31.81818,35.9545,47.75704,2014,0.7624,0.0024,,2012,81.01,,13,-4,-1.9,0.25,Washington,Large,7.624,240,the state of,basically no changes ,State Profile
53,1998,,,,,,2.30829,,,72.7422,1997,,,,1995,121.39,,,,,,Washington,Large,,,the state of,.,State Profile
53,2004,,,9,0,-1.7067,0.5544,54.16667,17.22752,56.8212,2003,0.7376,0.003,,2001,101.08,,9,0,0.03,-0.41,Washington,Large,7.376,300,the state of,a slight decrease,State Profile
53,1980,,,,,,8.65026,,,79.82557,1979,,,,1977,194.83,,,,,,Washington,Large,,,the state of,.,State Profile
